Measure,Region Type,Frequency,Region,Time,Value,Flags
"Estimated Resident Population","Local Government Areas","Annual","Mid Murray (DC)","2009",8210,
"Estimated Resident Population","Local Government Areas","Annual","Mid Murray (DC)","2010",8200,
"Estimated Resident Population","Local Government Areas","Annual","Mid Murray (DC)","2011",8225,
"Estimated Resident Population","Local Government Areas","Annual","Mid Murray (DC)","2012",8238,
"Estimated Resident Population","Local Government Areas","Annual","Mid Murray (DC)","2013",8281,
"Estimated Resident Population","Local Government Areas","Annual","Mitcham (C)","2003",62801,
"Estimated Resident Population","Local Government Areas","Annual","Mitcham (C)","2004",62966,
"Estimated Resident Population","Local Government Areas","Annual","Mitcham (C)","2005",63265,
"Estimated Resident Population","Local Government Areas","Annual","Mitcham (C)","2006",63676,
"Estimated Resident Population","Local Government Areas","Annual","Mitcham (C)","2007",64017,
"Estimated Resident Population","Local Government Areas","Annual","Mitcham (C)","2008",64252,
"Estimated Resident Population","Local Government Areas","Annual","Mitcham (C)","2009",64678,
"Estimated Resident Population","Local Government Areas","Annual","Mitcham (C)","2010",64875,
"Estimated Resident Population","Local Government Areas","Annual","Mitcham (C)","2011",64999,
"Estimated Resident Population","Local Government Areas","Annual","Mitcham (C)","2012",65362,
"Estimated Resident Population","Local Government Areas","Annual","Mitcham (C)","2013",65720,
"Estimated Resident Population","Local Government Areas","Annual","Mount Barker (DC)","2003",25140,
"Estimated Resident Population","Local Government Areas","Annual","Mount Barker (DC)","2004",25913,
"Estimated Resident Population","Local Government Areas","Annual","Mount Barker (DC)","2005",26706,
"Estimated Resident Population","Local Government Areas","Annual","Mount Barker (DC)","2006",27393,
"Estimated Resident Population","Local Government Areas","Annual","Mount Barker (DC)","2007",27990,
"Estimated Resident Population","Local Government Areas","Annual","Mount Barker (DC)","2008",28695,
"Estimated Resident Population","Local Government Areas","Annual","Mount Barker (DC)","2009",29367,
"Estimated Resident Population","Local Government Areas","Annual","Mount Barker (DC)","2010",29973,
"Estimated Resident Population","Local Government Areas","Annual","Mount Barker (DC)","2011",30353,
"Estimated Resident Population","Local Government Areas","Annual","Mount Barker (DC)","2012",30887,
"Estimated Resident Population","Local Government Areas","Annual","Mount Barker (DC)","2013",31325,
"Estimated Resident Population","Local Government Areas","Annual","Mount Gambier (C)","2003",24096,
"Estimated Resident Population","Local Government Areas","Annual","Mount Gambier (C)","2004",24211,
"Estimated Resident Population","Local Government Areas","Annual","Mount Gambier (C)","2005",24495,
"Estimated Resident Population","Local Government Areas","Annual","Mount Gambier (C)","2006",24626,
"Estimated Resident Population","Local Government Areas","Annual","Mount Gambier (C)","2007",25004,
"Estimated Resident Population","Local Government Areas","Annual","Mount Gambier (C)","2008",25222,
"Estimated Resident Population","Local Government Areas","Annual","Mount Gambier (C)","2009",25402,
"Estimated Resident Population","Local Government Areas","Annual","Mount Gambier (C)","2010",25712,
"Estimated Resident Population","Local Government Areas","Annual","Mount Gambier (C)","2011",25773,
"Estimated Resident Population","Local Government Areas","Annual","Mount Gambier (C)","2012",25922,
"Estimated Resident Population","Local Government Areas","Annual","Mount Gambier (C)","2013",26092,
"Estimated Resident Population","Local Government Areas","Annual","Mount Remarkable (DC)","2003",2937,
"Estimated Resident Population","Local Government Areas","Annual","Mount Remarkable (DC)","2004",2900,
"Estimated Resident Population","Local Government Areas","Annual","Mount Remarkable (DC)","2005",2899,
"Estimated Resident Population","Local Government Areas","Annual","Mount Remarkable (DC)","2006",2906,
"Estimated Resident Population","Local Government Areas","Annual","Mount Remarkable (DC)","2007",2918,
"Estimated Resident Population","Local Government Areas","Annual","Mount Remarkable (DC)","2008",2915,
"Estimated Resident Population","Local Government Areas","Annual","Mount Remarkable (DC)","2009",2906,
"Estimated Resident Population","Local Government Areas","Annual","Mount Remarkable (DC)","2010",2903,
"Estimated Resident Population","Local Government Areas","Annual","Mount Remarkable (DC)","2011",2906,
"Estimated Resident Population","Local Government Areas","Annual","Mount Remarkable (DC)","2012",2882,
"Estimated Resident Population","Local Government Areas","Annual","Mount Remarkable (DC)","2013",2785,
"Estimated Resident Population","Local Government Areas","Annual","Murray Bridge (RC)","2003",17427,
"Estimated Resident Population","Local Government Areas","Annual","Murray Bridge (RC)","2004",17649,
"Estimated Resident Population","Local Government Areas","Annual","Murray Bridge (RC)","2005",17931,
"Estimated Resident Population","Local Government Areas","Annual","Murray Bridge (RC)","2006",18159,
"Estimated Resident Population","Local Government Areas","Annual","Murray Bridge (RC)","2007",18594,
"Estimated Resident Population","Local Government Areas","Annual","Murray Bridge (RC)","2008",19144,
"Estimated Resident Population","Local Government Areas","Annual","Murray Bridge (RC)","2009",19556,
"Estimated Resident Population","Local Government Areas","Annual","Murray Bridge (RC)","2010",19818,
"Estimated Resident Population","Local Government Areas","Annual","Murray Bridge (RC)","2011",20137,
"Estimated Resident Population","Local Government Areas","Annual","Murray Bridge (RC)","2012",20306,
"Estimated Resident Population","Local Government Areas","Annual","Murray Bridge (RC)","2013",20579,
"Estimated Resident Population","Local Government Areas","Annual","Naracoorte and Lucindale (DC)","2003",8314,
"Estimated Resident Population","Local Government Areas","Annual","Naracoorte and Lucindale (DC)","2004",8300,
"Estimated Resident Population","Local Government Areas","Annual","Naracoorte and Lucindale (DC)","2005",8345,
"Estimated Resident Population","Local Government Areas","Annual","Naracoorte and Lucindale (DC)","2006",8354,
"Estimated Resident Population","Local Government Areas","Annual","Naracoorte and Lucindale (DC)","2007",8311,
"Estimated Resident Population","Local Government Areas","Annual","Naracoorte and Lucindale (DC)","2008",8294,
"Estimated Resident Population","Local Government Areas","Annual","Naracoorte and Lucindale (DC)","2009",8304,
"Estimated Resident Population","Local Government Areas","Annual","Naracoorte and Lucindale (DC)","2010",8314,
"Estimated Resident Population","Local Government Areas","Annual","Naracoorte and Lucindale (DC)","2011",8342,
"Estimated Resident Population","Local Government Areas","Annual","Naracoorte and Lucindale (DC)","2012",8354,
"Estimated Resident Population","Local Government Areas","Annual","Naracoorte and Lucindale (DC)","2013",8441,
"Estimated Resident Population","Local Government Areas","Annual","Northern Areas (DC)","2003",4770,
"Estimated Resident Population","Local Government Areas","Annual","Northern Areas (DC)","2004",4751,
"Estimated Resident Population","Local Government Areas","Annual","Northern Areas (DC)","2005",4755,
"Estimated Resident Population","Local Government Areas","Annual","Northern Areas (DC)","2006",4760,
"Estimated Resident Population","Local Government Areas","Annual","Northern Areas (DC)","2007",4755,
"Estimated Resident Population","Local Government Areas","Annual","Northern Areas (DC)","2008",4717,
"Estimated Resident Population","Local Government Areas","Annual","Northern Areas (DC)","2009",4660,
"Estimated Resident Population","Local Government Areas","Annual","Northern Areas (DC)","2010",4603,
"Estimated Resident Population","Local Government Areas","Annual","Northern Areas (DC)","2011",4568,
"Estimated Resident Population","Local Government Areas","Annual","Northern Areas (DC)","2012",4529,
"Estimated Resident Population","Local Government Areas","Annual","Northern Areas (DC)","2013",4508,
"Estimated Resident Population","Local Government Areas","Annual","Norwood Payneham St Peters (C)","2003",34125,
"Estimated Resident Population","Local Government Areas","Annual","Norwood Payneham St Peters (C)","2004",34389,
"Estimated Resident Population","Local Government Areas","Annual","Norwood Payneham St Peters (C)","2005",34621,
"Estimated Resident Population","Local Government Areas","Annual","Norwood Payneham St Peters (C)","2006",34967,
"Estimated Resident Population","Local Government Areas","Annual","Norwood Payneham St Peters (C)","2007",35315,
"Estimated Resident Population","Local Government Areas","Annual","Norwood Payneham St Peters (C)","2008",35594,
"Estimated Resident Population","Local Government Areas","Annual","Norwood Payneham St Peters (C)","2009",35868,
"Estimated Resident Population","Local Government Areas","Annual","Norwood Payneham St Peters (C)","2010",36190,
"Estimated Resident Population","Local Government Areas","Annual","Norwood Payneham St Peters (C)","2011",36291,
"Estimated Resident Population","Local Government Areas","Annual","Norwood Payneham St Peters (C)","2012",36599,
"Estimated Resident Population","Local Government Areas","Annual","Norwood Payneham St Peters (C)","2013",36868,
"Estimated Resident Population","Local Government Areas","Annual","Onkaparinga (C)","2003",150926,
"Estimated Resident Population","Local Government Areas","Annual","Onkaparinga (C)","2004",151155,
"Estimated Resident Population","Local Government Areas","Annual","Onkaparinga (C)","2005",151906,
"Estimated Resident Population","Local Government Areas","Annual","Onkaparinga (C)","2006",153244,
"Estimated Resident Population","Local Government Areas","Annual","Onkaparinga (C)","2007",154841,
"Estimated Resident Population","Local Government Areas","Annual","Onkaparinga (C)","2008",156775,
"Estimated Resident Population","Local Government Areas","Annual","Onkaparinga (C)","2009",159268,
"Estimated Resident Population","Local Government Areas","Annual","Onkaparinga (C)","2010",161579,
"Estimated Resident Population","Local Government Areas","Annual","Onkaparinga (C)","2011",163392,
"Estimated Resident Population","Local Government Areas","Annual","Onkaparinga (C)","2012",165202,
"Estimated Resident Population","Local Government Areas","Annual","Onkaparinga (C)","2013",166435,
"Estimated Resident Population","Local Government Areas","Annual","Orroroo/Carrieton (DC)","2003",1009,
"Estimated Resident Population","Local Government Areas","Annual","Orroroo/Carrieton (DC)","2004",994,
"Estimated Resident Population","Local Government Areas","Annual","Orroroo/Carrieton (DC)","2005",970,
"Estimated Resident Population","Local Government Areas","Annual","Orroroo/Carrieton (DC)","2006",959,
"Estimated Resident Population","Local Government Areas","Annual","Orroroo/Carrieton (DC)","2007",958,
"Estimated Resident Population","Local Government Areas","Annual","Orroroo/Carrieton (DC)","2008",938,
"Estimated Resident Population","Local Government Areas","Annual","Orroroo/Carrieton (DC)","2009",915,
"Estimated Resident Population","Local Government Areas","Annual","Orroroo/Carrieton (DC)","2010",893,
"Estimated Resident Population","Local Government Areas","Annual","Orroroo/Carrieton (DC)","2011",884,
"Estimated Resident Population","Local Government Areas","Annual","Orroroo/Carrieton (DC)","2012",883,
